id,surfweight,year,age,sex,ethnicity,edu,lfs,partner,parent,number_children,tenure,hh_income,nzdep,migrant,disability,home_afford,life_satisfy,life_worth,health,tereo,gov_tereo,selfactual,trust,trust_police,trust_media,trust_parliament,voted,mwb,housecold,housedamp,moves,access_med,access_green,access_pt,neigh_connect,neigh_crime,victim,discrim,lonely,hardtalk,surfweight_1,surfweight_2,surfweight_3,surfweight_4,surfweight_5,surfweight_6,surfweight_7,surfweight_8,surfweight_9,surfweight_10,surfweight_11,surfweight_12,surfweight_13,surfweight_14,surfweight_15,surfweight_16,surfweight_17,surfweight_18,surfweight_19,surfweight_20,surfweight_21,surfweight_22,surfweight_23,surfweight_24,surfweight_25,surfweight_26,surfweight_27,surfweight_28,surfweight_29,surfweight_30,surfweight_31,surfweight_32,surfweight_33,surfweight_34,surfweight_35,surfweight_36,surfweight_37,surfweight_38,surfweight_39,surfweight_40,surfweight_41,surfweight_42,surfweight_43,surfweight_44,surfweight_45,surfweight_46,surfweight_47,surfweight_48,surfweight_49,surfweight_50,surfweight_51,surfweight_52,surfweight_53,surfweight_54,surfweight_55,surfweight_56,surfweight_57,surfweight_58,surfweight_59,surfweight_60,surfweight_61,surfweight_62,surfweight_63,surfweight_64,surfweight_65,surfweight_66,surfweight_67,surfweight_68,surfweight_69,surfweight_70,surfweight_71,surfweight_72,surfweight_73,surfweight_74,surfweight_75,surfweight_76,surfweight_77,surfweight_78,surfweight_79,surfweight_80,surfweight_81,surfweight_82,surfweight_83,surfweight_84,surfweight_85,surfweight_86,surfweight_87,surfweight_88,surfweight_89,surfweight_90,surfweight_91,surfweight_92,surfweight_93,surfweight_94,surfweight_95,surfweight_96,surfweight_97,surfweight_98,surfweight_99,surfweight_100
204,3087.116,2018,5,1,4,2,1,1,0,0,1,3,5,2,1,8,8,8,3,1,3,3,7,5,3,4,1,16,3,1,1,4,5,5,7,3,0,0,1,3,3118.406,3058.634,3089.729,3071.717,3156.597,3005.409,3106.469,3128.415,3043.905,3001.073,3142.762,3117.226,3076.568,3131.738,3143.457,3056.769,3040.1,3074.792,3151.915,3076.874,3146.97,3036.122,3061.109,3107.854,3055.235,3052.697,3076.386,3085.242,3130.8,3065.204,3083.346,3094.788,3434.975,3432.335,3501.238,3439.584,164.6918,3419.048,3424.264,3391.394,3514.319,3071.822,3082.35,3092.062,3078.063,3093.678,3112.804,3068.936,3098.982,3081.766,3133.981,3093.227,3078.693,3074.972,3089.907,3058.529,3067.983,3087.768,3071.673,3095.957,3095.193,3066.859,3111.74,3086.053,3101.129,3087.763,3101.79,3115.388,3089.949,3075.101,3109.634,3069.077,3073.496,3074.764,3079.094,3125.936,3072.231,3097.973,3100.966,3100.855,3071.208,3063.976,3072.423,3080.38,3079.967,3025.774,3087.912,3131.366,3073.324,3096.351,3101.385,3115.43,3123.746,3067.911,3075.741,3106.955,3098.064,3082.581,3087.604,3072.91
205,2399.434,2018,3,1,4,4,1,1,1,2,3,3,4,1,0,10,10,10,3,3,3,4,5,5,5,5,1,20,1,1,2,5,5,5,5,77,0,77,1,1,2443.493,2371.807,2385.737,2391.611,2449.313,2339.601,2432.116,2418.737,2396.112,2342.541,2434.991,2406.586,2391.487,2423.84,2405.388,2380.558,2390.852,2406.331,2438.382,2374.433,2434.278,2369.326,2381.822,2443.132,2367.836,2360.968,2418.75,2403.351,2455.084,2407.81,2341.082,2453.764,2663.486,2675.953,2674.696,2659.07,2700.533,2667.887,2665.229,124.4049,2751.478,2437.864,2391.59,2404.235,2392.323,2385.741,2400.197,2394.672,2384.077,2397.171,2373.27,2403.118,2374.179,2421.742,2403.017,2389.735,2396.255,2400.505,2374.041,2388.807,2402.288,2407.381,2412.006,2407.322,2389.4,2410.903,2393.34,2395.947,2386.376,2397.791,2384.758,2421.977,2399.082,2408.487,2416.58,2386.732,2405.14,2405.002,2419.816,2391.418,2400.492,2391.406,2414.625,2364.682,2391.697,2418.754,2388.93,2392.195,2392.95,2424.221,2381.063,2404.011,2384.901,2408.389,2375.954,2438.044,2405.495,2421.092,2397.108,2386.332
206,10279.37,2018,2,0,4,4,1,1,0,0,1,3,1,6,0,5,8,8,5,1,4,3,6,8,2,5,1,17,1,1,1,5,5,5,2,8,1,1,1,1,10354.76,10154.03,10353.35,10227.78,10291.73,10242.8,10344.14,10184.67,10210.73,10286.22,10302.34,10287.55,10260.85,10199.79,10320.14,10332.69,10242.6,10457.27,10284.04,10353.75,10185.34,10253.2,10341.46,10200.97,10218.16,10218.1,10368.18,10392.94,10310.21,10245.18,10217.94,10234.88,10189.17,10445.31,10283.09,10299.15,10227.92,10278.31,10247.38,10306.95,10305.79,12596.19,1029.81,12488.15,12615.42,12569.86,10427.36,10215.31,10329.42,10216.53,10314,10214.11,10395.84,10186.58,10267.56,10237.15,10283.02,10385.05,10238,10309.09,10302.99,10345.12,10379.04,10294.7,10243.79,10302.63,10339.25,10184.25,10263.19,10434.98,10150.51,10115.46,10181.01,10265.52,10244.2,10408.82,10257.72,10264.28,10465.38,10194.7,10312.07,10360.42,10354.08,10236.19,10193.7,10330.93,10197.18,10209.48,10401.02,10262.22,10315.24,10230.76,10193.11,10266.83,10379.57,10219.2,10422.25,10249.43,10204.45,10299.25
207,10006.01,2018,5,0,4,3,1,0,0,0,1,1,8,1,0,5,0,7,2,1,2,3,6,7,5,4,1,9,2,1,0,5,5,3,7,4,0,1,2,1,9951.578,10027.37,10153.74,9943.101,9987.644,9991.47,10309.06,9879.393,9958.257,10019.56,9995.991,10007.89,10058.86,9909.874,9926.315,9961.226,10082.93,10044.01,10049.77,9960.002,9934.44,9979.175,10037.35,9941.135,9945.319,10033.27,10085.82,10059.18,10033.14,9959.091,9933.545,10036.63,10014.85,10008.67,10038.74,10060.21,9959.397,10071.44,10058.47,10001.54,9895.59,12168.99,1006.766,12298.89,12300.83,12270.32,9902.154,10232.51,9913.837,9941.111,10023.04,10011.11,10003.75,9902.957,10038.95,9982.005,10061.67,9988.126,10108.56,10003.3,9975.288,9985.119,10036.52,9914.135,10157.97,10001.82,9948.005,9911.503,10067.9,10049.07,10117.16,9983.481,9923.171,10039.05,9974.538,10016.08,9967.943,10013.6,10016.52,9997.261,9906.369,10001.44,10104.85,10022.4,10011.71,10046.78,10059.78,10013.97,10057.06,9825.86,9948.778,9927.387,9931.396,10052.89,10063.56,9985.846,9963.047,10075.92,10078.74,10062.18
208,34970.11,2018,3,1,4,4,1,1,1,2,1,2,2,6,0,9,9,9,5,2,3,3,8,9,8,7,1,17,1,1,1,4,3,77,5,9,0,0,1,2,34498.71,34927.07,35159.74,35174.4,35076.38,34949.28,35175.87,35236,34982.3,34820.6,34778.58,34960.73,34835.44,35023.53,35106.95,34748.74,35034.33,35315.97,34867.05,34813.07,35057.5,34954.76,34978.75,34844.04,35045.47,34868.98,34855.57,35106.8,34768.02,35189.09,34972.79,35362.82,34346.52,34917.52,35579.62,35158.88,34687.01,35020.41,35049.84,34706.48,34925.72,42120.37,42647.08,42563.47,42535.01,3629.008,35015.08,34966.33,34843.98,34566.89,34888.35,35410.2,35241.21,35069.52,35085.01,34774.72,34991.73,34703.11,34937.8,35118.91,34837.03,34720.09,34948.24,35241.36,34906.62,35271.38,34722.12,34957.76,35249.65,35186.92,35192.12,35040.7,34754.34,34892.52,35050.36,35011.47,34747.55,34934.65,35076.71,35246.62,34892.52,34604.41,34816.59,35025.48,34967.68,34777.57,35312.27,35051.68,35150.56,34591.65,35191.26,34903.04,35146.06,35020.31,34831.58,35136.42,35240.96,34860.66,34724.38,35006.11
209,40054.27,2018,5,0,4,4,1,0,0,0,2,2,4,6,0,8,5,8,2,2,3,3,9,10,1,6,1,13,99,1,2,5,5,5,10,3,0,0,2,1,39906.78,40190.38,40081.22,39795.66,40161.34,39735.96,40491.73,39899.13,40622.9,39820.36,39766.84,39944.43,40015.15,40204.3,40257.37,39587.5,40702.46,40336.33,39772.5,40277.85,40061.76,40057.2,39897.23,39798.17,40057.01,40506.91,39990.33,40019.55,39747.68,40202.04,40014.81,40232.16,40127.61,40050.1,39981.64,40548.1,39957.16,39688.49,39784.55,39704.04,40078.5,48998.98,49112.8,4052.916,49389.14,49014.71,40188.03,39879.12,40040.3,39749.82,40217.8,40181.32,40350.31,39949.69,40261.5,39529.66,40061.11,40119.45,40036.08,40548.56,40120.45,39834.68,40551.35,39916.76,39958.41,39648.8,39991.09,40423.12,40360.41,40053.62,39742.41,40064.57,40521.48,40005.36,40004.53,40447.23,39943.66,39744.1,40301.14,40246.17,40297.74,39498.78,39984.15,39798.54,39783.27,39955.17,40161.74,40139.03,40026.07,40098.91,40314.48,39936.38,39886.28,39612.14,39909.96,40288.65,40663.51,39864.73,39853.71,39942.31
210,17799.59,2018,6,0,4,3,1,1,0,0,2,2,77,1,1,8,4,4,2,1,3,4,8,10,2,7,1,14,3,1,0,5,4,5,3,8,0,0,2,3,17547.77,17929.68,17812.19,17839.91,18110.96,17651.77,17925.76,17854.2,17761.64,17787.88,17891.63,17810.08,17861.4,17810.39,17796.88,17702.13,17842.77,17666.03,17921.59,17788.74,17819.63,17689.69,17782.91,17783.14,17709.02,17802.54,17960.05,17942.33,17647.41,17882.31,17642.85,17943.21,17663.25,17667.17,17894.15,17803.72,17988.35,17834.67,17729.08,17788.81,17711.91,21940.91,21720.11,1783.717,21731.74,22147.88,17672.83,17741.1,17715.98,17701.4,17716.42,17796.85,17715.23,17815.21,17880.53,17820.6,17910.03,17951.22,17625.73,17884.51,17777.66,17801.44,17938.54,18005.88,17819.74,17694.31,17694.71,17744.9,18064.61,17803.6,17733.82,17696.31,17528.21,17733.97,17670.5,17949.96,17950.03,17815.45,17936.55,17669.15,17716.38,17764.76,18071.25,17789.64,17792.09,17888.4,18052.25,17788.89,17606.4,17811.64,17511.01,17738.1,17781.64,17653.1,17692.41,17697.16,18254.85,17758.5,17712.66,17883.03
211,6459.327,2018,5,0,4,1,1,1,1,1,1,1,5,1,0,0,4,4,3,2,3,4,6,8,7,6,1,1,3,2,0,4,4,4,5,8,1,0,3,5,6423.491,6459.159,6496.599,6468.799,6587.138,6457.587,6406.835,6389.35,6454.653,6457.415,6434,6459.783,6444.447,6425.147,6472.598,6433.376,6478.879,6413.859,6429.359,6508.117,6633.28,6404.575,6564.645,6464.06,6432.661,6487.613,6454.056,6468.929,6451.141,6405.523,6395.229,6462.399,6407.203,6384.399,6510.316,6456.401,6457.583,6531.069,6464.113,6528.269,6416.418,6467.292,6417.229,6452.778,6470.084,6454.152,335.3245,7268.192,7139.529,7225.727,7276.669,7451.838,7261.44,7159.391,7224.828,6496.055,6418.553,6512.7,6440.484,6431.685,6445.736,6428.315,6468.118,6441.268,6423.147,6401.055,6474.725,6434.589,6460.602,6519.13,6480.543,6453.054,6402.229,6409.188,6462.243,6530.067,6509.854,6419.329,6518.79,6476.5,6446.784,6452.549,6446.968,6511.942,6466.913,6537.978,6466.477,6390.761,6433.143,6413.457,6555.575,6473.053,6431.922,6451.378,6376.84,6484.277,6427.661,6470.597,6397.345,6470.353
212,8582.258,2018,4,0,4,4,1,0,0,0,1,3,8,1,0,5,8,10,5,2,4,5,4,9,3,5,1,7,1,2,0,5,5,4,10,5,0,1,1,3,8459.153,8589.744,8679.894,8667.622,8614.059,8608.076,8607.991,8587.411,8555.033,8561.552,8545.951,8569.699,8596.294,8528.148,8580.082,8568.651,8614.319,8623.691,8602.414,8514.515,8563.869,8577.128,8560.641,8616.102,8616.507,8551.253,8537.421,8593.922,8570.104,8670.315,8534.123,8687.368,8421.55,8542.83,8728.04,8626.055,8537.758,8608.611,8622.995,8580.304,8531.637,8416.462,8527.628,8529.441,8536.342,8836.85,9554.923,9608.349,9547.517,445.324,9617.735,9684.673,9630.429,9606.359,9597.399,8584.726,8580.518,8558.858,8575.032,8611.924,8585.031,8533.909,8528.806,8609.063,8535.21,8704.874,8470.974,8590.823,8619.567,8700.437,8636.139,8617.608,8478.479,8535.845,8613.408,8574.749,8606.936,8555.484,8588.275,8652.955,8535.416,8549.854,8566.692,8629.896,8589.752,8558.912,8682.22,8584.971,8627.118,8402.858,8623.614,8513.466,8661.395,8662.473,8514.553,8612.047,8620.891,8573.977,8488.195,8651.44
213,4850.232,2018,5,0,4,4,1,0,0,0,2,3,5,1,0,10,9,8,5,2,5,5,8,9,6,8,1,20,2,1,0,5,5,5,6,3,0,0,1,1,4897.158,4818.103,4873.907,4831.35,4844.838,4836.667,4851.8,4801.994,4810.467,4858.502,4886.106,4866.452,4847.317,4812.728,4850.699,4877.637,4859.382,4914.415,4836.548,4909.265,4810.712,4820.447,4875.108,4821.542,4818.718,4823.068,4911.507,4910.922,4843.155,4845.997,4796.768,4824.483,4807.567,4928.423,4854.245,4859.375,4829.299,4849.627,4835.034,4863.143,4862.596,4869.623,4801.91,4790.766,4857.512,4842.765,5507.691,5389.563,5448.153,5386.296,5458.883,5382.517,5510.205,251.4393,5384.835,4856.517,4850.852,4906.76,4834.188,4867.794,4860.273,4885.697,4888.999,4855.251,4835.244,4858.996,4872.714,4808.072,4847.405,4916.671,4802.357,4776.157,4792.38,4840.267,4836.942,4912.838,4839.467,4851.333,4924.158,4805.387,4874.232,4889.136,4892.98,4829.862,4809.14,4888.405,4826.778,4792.698,4902.058,4840.106,4875.078,4801.347,4831.874,4843.58,4917.838,4819.158,4889.767,4838.955,4800.77,4858.835
214,3521.626,2018,5,0,4,4,1,0,0,0,2,3,4,1,0,8,7,8,3,3,5,3,7,8,4,5,1,16,1,1,0,5,5,5,10,3,1,1,2,3,3486.847,3496.099,3515.513,3532.637,3549.306,3503.744,3561.234,3494.714,3519.151,3512.827,3521.096,3501.449,3573.758,3482.375,3553.788,3509.08,3553.734,3504.132,3527.63,3519.82,3513.133,3537.006,3551.269,3516.607,3505.482,3508.889,3543.258,3543.109,3486.21,3524.428,3530.214,3515.775,3492.713,3559.308,3499.084,3559.994,3508.369,3564.663,3506.678,3509.555,3517.115,3538.578,3513.757,3545.028,3518.862,3511.97,3518.74,3536.883,3549.796,3519.518,3490.112,3498.329,3510.333,3531.017,3504.253,4203.793,4163.042,4192.26,4132.128,289.8381,4189.846,3508.013,3549.939,3479.273,3498.44,3535.499,3510.134,3523.98,3520.115,3549.725,3537.218,3478.575,3517.144,3535.64,3548.26,3504.869,3514.048,3526.604,3537.945,3527.492,3507.489,3520.688,3523.361,3497.845,3515.446,3520.3,3494.433,3530.313,3521.421,3511.986,3496.292,3521.832,3524.218,3533.05,3536.924,3542.549,3593.539,3511.534,3497.202,3504.899
215,5716.5,2018,1,0,4,1,1,0,0,0,3,1,10,1,0,5,10,10,2,2,5,3,5,10,5,8,1,12,3,1,1,5,5,1,5,9,0,0,1,2,5709.672,5698.586,5699.982,5685.741,5688.499,5697.897,5781.062,5638.761,5816.305,5801.298,5741.652,5689.076,5797.645,5767.86,5649.35,5726.848,5711.068,5729.342,5714.775,5676.063,5716.214,5664.682,5683.552,5714.064,5670.963,5705.097,5769.306,5736.939,5671.108,5718.008,5731.29,5737.946,5651.564,5723.18,5673.713,5728.126,5792.105,5777.668,5720.154,5711.585,5740.907,5718.953,5647.36,5694.214,5743.52,5683.365,5651.277,5761.805,5657.723,5709.615,5729.962,5699.864,5722.38,5716.371,5776.414,482.7416,6691.284,6726.639,6836.63,6723.154,6717.951,5819.4,5844.491,5723.222,5629.614,5698.33,5820.666,5728.792,5613.253,5644.889,5685.714,5658.006,5654.33,5672.666,5716.156,5672.329,5740.294,5761.916,5720.51,5689.849,5701.36,5785.844,5806.321,5731.439,5726.749,5706.111,5730.578,5656.641,5708.207,5882.404,5672.757,5673.25,5657.57,5757.291,5648.015,5749.196,5789.045,5704.309,5714.206,5715.647
216,8396.432,2018,2,0,4,1,1,0,1,3,3,1,10,1,0,5,7,7,3,1,5,5,7,7,5,5,1,3,1,2,3,4,4,77,7,3,0,0,2,2,8330.742,8456.276,8449.995,8475.962,8398.184,8432.696,8496.39,8356.64,8344.23,8423.019,8477.316,8332.418,8435.168,8351.507,8390.938,8452.841,8409.453,8382.508,8396.485,8326.702,8284.156,8301.968,8444.41,8341.293,8456.468,8497.346,8353.343,8519.954,8343.917,8402.904,8278.174,8313.397,8350.849,8340.505,8405.766,8403.104,8501.699,8400.686,8429.958,8448.802,8339.334,8483.612,8316.68,8331.859,8344.017,8573.969,8356.204,8524.009,8322.013,8348.477,8369.639,8423.232,8363.61,8484.103,8412.17,10038.34,9878.429,695.2405,9839.938,9890.41,9887.174,8369.998,8392.063,8417.311,8377.236,8415.995,8388.215,8428.496,8483.123,8439.651,8390.717,8344.935,8286.092,8547.099,8397.357,8402.369,8430.968,8352.639,8346.166,8447.99,8405.115,8378.896,8375.92,8472.534,8379.96,8357.443,8406.34,8374.604,8498.776,8247.83,8308.662,8391.527,8361.56,8439.498,8503.788,8378.827,8407.854,8323.359,8417.326,8406.064
217,7220.856,2018,5,0,4,3,1,0,0,0,1,2,5,2,0,5,88,88,3,1,4,4,5,6,2,4,1,10,1,1,0,4,4,4,5,5,0,1,1,2,7119.751,7210.701,7230.325,7152.604,7234.655,7260.404,7322.643,7122.066,7307.246,7214.974,7178.808,7192.205,7159.433,7123.657,7202.958,7293.34,7283.517,7203.517,7265.308,7167.875,7133.381,7187.339,7196.152,7271.153,7260.423,7187.645,7172.385,7360.774,7255.691,7173.759,7149.066,7257.741,7224.055,7161.904,7220.371,7204.37,7233.63,7229.082,7291.982,7297.273,7231.334,7239.004,7174.084,7138.075,7171.471,7301.282,7167.611,7200.655,7194.179,7240.573,7295.188,7201.749,7225.489,7166.651,7217.854,7203.019,7241.744,7274.604,7195.617,7224.809,7155.745,7770.823,7595.52,7623.017,7641.731,7623.407,166.6673,7599.667,7628.453,7640.732,7625.817,7626.081,7596.346,7658.727,7573.753,7929.37,7721.598,7604.973,7677.705,7153.717,7183.846,7222.571,7232.245,7183.353,7229.33,7362.431,7182.549,7189.967,7209.496,7210.701,7141.591,7225.493,7213.31,7489.671,7147.199,7314.089,7201.466,7206.733,7205.919,7313.657
218,11953.35,2018,1,0,4,1,1,0,0,0,1,1,1,2,0,2,8,8,3,2,4,4,7,8,5,7,99,15,1,1,0,3,5,3,7,8,0,1,1,3,11892.74,11916.21,12041.36,11908.52,11931.32,12013.73,11864.2,12071.13,11797.06,11989.8,11999.57,11958.8,12054.74,11866.07,12072.93,11989.27,11872,11909.15,11916.97,11980.25,11980.22,11837.77,12009.06,11902.49,11895.72,11928.64,11992.08,11910.66,11973.47,11842.59,12023.31,12036.12,11894.98,11805.23,11958.86,11995.89,12175.99,11895.67,11892.99,11974.66,11992.74,11959.27,11860.63,11918.91,11860.4,12110.01,12045.49,11966.44,11969.77,11895.54,12201.16,11911.75,11874.45,11806.65,11875.43,11978.91,11894.62,12036.14,11839.11,11933.91,12030.34,12649.59,12739.22,12555.66,12556.36,12717.59,12727.69,12793.96,12662.96,12662.86,12671.55,12500.16,12457.84,12641.75,12614.25,12766.01,12701.72,12623.14,280.8951,11992.21,11810.87,11891.37,11920.2,11904.8,11976.49,11935.34,11981.45,12065.97,11859.38,11871.17,12015.97,11987.19,12073.79,11915.04,11904.52,12018.84,12025.35,11912.29,11953.7,12052.99
219,5406.918,2018,6,1,4,1,1,1,0,0,2,1,9,6,0,3,9,9,2,1,4,4,5,10,1,1,1,16,2,1,0,4,4,1,3,3,0,0,1,1,5401.169,5463.313,5447.162,5397.344,5397.757,5394.463,5460.796,5329.52,5445.969,5397.355,5388.683,5401.835,5418.185,5396.055,5357.032,5397.696,5544.258,5406.471,5391.407,5398.522,5368.979,5365.957,5378.68,5422.002,5391.59,5457.712,5399.28,5389.789,5393.771,5454.25,5340.701,5428.678,5436.229,5401.311,5366.649,5485.841,5422.722,5380.638,5372.896,5405.867,5390.975,5398.599,5401.269,5473.381,5453.853,5383.645,5376.075,5381.036,5401.697,5389.257,5434.534,5404.895,5436.206,5360.976,5413.388,5380.742,5408.606,5439.553,5391.525,5482.899,5461.109,5720.689,5766.499,5652.035,5670.695,5679.643,5684.746,5798.046,5741.247,5674.827,5654.755,5715.682,5782.301,125.2973,5660.053,5776.728,5750.608,5651.454,5747.716,5431.233,5410.645,5419.588,5421.738,5377.831,5368.187,5413.43,5419.546,5404.938,5392.742,5373.558,5434.041,5368.661,5373.339,5450.796,5366.545,5405.389,5480.883,5397.925,5366.714,5432.568
220,10860.61,2018,3,1,4,4,1,1,1,1,1,1,2,6,0,6,8,8,3,1,4,5,9,10,5,4,1,8,2,2,0,4,4,2,7,3,0,0,3,2,10819.48,10835.03,10885.24,10965.92,10969.59,10897.17,10784.78,10790.2,10796.75,10918.16,10805.79,10756.36,10822.3,10781.11,10787.75,11051.9,10935.17,10847.9,10858.49,10807.37,10857.43,10871.81,10801.7,11043.22,10921.68,10780.14,10750.55,10855.71,10900.52,10884.08,10747.96,10798.82,11064.54,10804.27,11149.22,10765.29,10824.15,10771.61,10888.35,10888.43,10758.46,10851.89,10812.48,10799.09,10710.57,11010.96,11000.04,10734.64,10851.24,10815.89,10890.04,10907.66,11175.73,10710.18,10836.7,10760.53,10933.48,10864.64,10946.47,10873.71,10724.76,11482.9,11439.98,11422.66,11408.35,11541.82,11628.72,11404.99,11537.39,11526.57,11537.63,11441.26,11447.53,11386.34,11522.2,256.1555,11575.61,11429.83,11446.57,10863.84,10865.78,10882.02,10772.55,10748.84,10794.13,10821.66,11005.17,10860.38,10936.61,10805.31,10814.13,10880.42,10806.68,10700.66,10894.32,11103.18,11020.5,10781.66,10825.29,10893.28
221,20046.92,2018,6,1,4,2,1,1,0,0,2,1,3,1,1,7,8,10,4,1,4,5,7,9,6,7,1,15,2,1,1,4,5,4,7,1,0,0,1,2,19953.13,19979.56,20027.47,19984.19,20347.53,20030.3,20024.93,20081.6,20016.53,20051.84,19958,19988.46,19716.55,20086.1,20035.41,20143.04,20080.26,20001.45,19879.21,20217.85,20506.13,19927.2,20286.78,19997.8,20016.74,20020.5,20060.07,20134.09,19992.76,19900.79,19983.81,20085.24,19879.52,19871.16,20245.54,20060.84,19960.19,20135.08,20100.64,20019.25,19991.17,20082.06,20038.22,20104.97,19984.33,20031.98,19963.35,20110.68,19882.84,20009,20086.67,20702.45,20237.72,19936.16,20075.45,20047.08,19960.23,20102.98,19948.27,19943.28,19751.9,21042.14,21286.74,21264.03,21133.91,21083,21265.1,21041.5,21302.67,21325.03,21284.28,21152.88,21168.92,21118.32,21195.94,474.6519,21320.42,21116.1,21400.11,20103.42,19960.84,19910.68,20051.7,20089.19,20031.45,20161.68,20062.57,19920.98,19977.55,20192.71,20175.14,20140.05,19911.66,19980.55,19870.56,20216.17,20043.95,20003.75,19936.42,19997.28
222,7389.127,2018,6,0,4,1,1,0,0,0,2,2,8,1,0,8,8,8,3,1,4,5,8,9,5,9,1,17,1,1,0,4,5,1,9,3,0,0,2,1,7270.847,7376.428,7360.599,7403.436,7500.953,7392.411,7403.91,7353.59,7444.972,7370.281,7415.612,7351.05,7484.656,7274.956,7350.121,7454.826,7424.165,7403.673,7390.911,7392.265,7350.538,7360.427,7365.373,7373.261,7455.58,7508.114,7404.051,7549.615,7341.548,7297.59,7315.188,7411.155,7276.104,7360.886,7520.562,7407.349,7350.718,7324.793,7377.442,7393.229,7355.224,7427.103,7336.124,7431.973,7339.922,7568.391,7319.441,7432.6,7290.368,7377.43,7507.395,7340.733,7425.86,7322.999,7316.174,7374.741,7365.277,7417.448,7414.602,7354.995,7393.578,7684.147,175.0805,7743.976,7723.552,8006.658,7769.882,7999.746,7941.921,7740.292,7668.857,7767.877,7955.505,7735.013,7955.804,7795.76,7768.321,7687.154,7788.901,7336.625,7428.404,7366.999,7528.79,7437.168,7323.293,7384.488,7424.609,7427.532,7376.451,7366.36,7410.08,7341.005,7407.2,7351.72,7400.264,7430.378,7413.584,7332.027,7371.838,7405.367
223,3129.558,2018,4,0,4,3,1,0,0,0,1,2,3,2,0,6,9,8,4,1,2,5,7,9,7,7,1,12,1,1,0,5,5,5,8,8,0,0,1,1,3102.087,3135.123,3144.679,3165.19,3147.67,3161.696,3142.672,3135.854,3093.363,3103.493,3124.056,3129.341,3148.738,3110.816,3136.86,3124.635,3130.418,3154.158,3126.843,3104.74,3103.493,3137.657,3117.656,3122.937,3143.011,3117.557,3132.273,3154.747,3117.189,3173.524,3113.649,3154.064,3070.717,3127.227,3173.417,3146.982,3106.339,3140.718,3138.315,3124.431,3124.261,3102.716,3129.976,3117.673,3111.12,3164.307,3096.299,3129.35,3115.764,3124.121,3101.834,3162.704,3135.297,3119.161,3123.794,3158.991,3122.558,3119.037,3113.722,3134.276,3139.268,3261.063,3325.025,3321.688,72.7383,3351.233,3278.262,3310.225,3311.958,3350.755,3304.659,3322.42,3264.135,3306.302,3345.696,3299.749,3306.705,3288.858,3320.517,3156.796,3118.163,3103.127,3119.483,3126.757,3117.245,3144.729,3143.424,3149.034,3135.838,3094.528,3139.132,3116.401,3161.549,3178.994,3085.641,3129.691,3195.229,3097.86,3103.447,3137.101
224,6270.064,2018,1,1,4,1,1,1,0,0,3,3,9,1,0,4,5,8,4,1,3,2,1,3,3,1,1,8,3,2,2,5,5,1,5,5,0,1,1,2,6181.424,6254.565,6283.991,6242.883,6296.163,6324.191,6351.666,6166.826,6313.863,6258.272,6254.072,6265.472,6272.208,6175.414,6262.848,6283.512,6328.159,6280.062,6309.039,6203.363,6203.171,6239.333,6264.175,6299.082,6289.993,6253.334,6208.848,6430.281,6286.691,6217.704,6205.838,6298.562,6270.445,6210.13,6285.831,6253.846,6279.343,6295.486,6306.159,6348.628,6296.66,6269.821,6196.504,6216.3,6213.84,6340.323,6223.909,6252.603,6248.942,6289.235,6322.072,6255.514,6278.367,6227.241,6277.774,6258.842,6275.104,6278.738,6252.412,6302.517,6290.563,6686.805,6654.335,145.7853,6638.111,6619.589,6587.555,6623.399,6623.969,6623.242,6568.937,6621.911,6574.556,6662.908,6583.01,6832.69,6626.356,6583.163,6664.197,6212.326,6255.418,6279.274,6280.433,6246.907,6279.243,6414.957,6238.61,6277.675,6250.889,6234.391,6248.797,6275.907,6265.326,6505.37,6192.988,6309.506,6295.405,6222.88,6256.237,6349.776
225,22448.87,2018,2,0,4,4,1,1,1,1,1,3,2,1,0,6,8,7,4,2,5,5,7,8,8,8,1,18,3,2,3,3,3,3,3,9,1,0,1,3,23461.36,22472.98,22456.38,22398.86,22465.47,22344.59,22498.89,22399.78,22467.49,22530.3,22461.08,22413.79,22392.6,22596.92,22465.67,22371.07,22682.45,22672.04,22022.46,22513.59,22422.2,22369.33,22536.01,22266.69,22388.38,22664.16,22564.99,22341.08,22264.19,22527.88,22485.61,22621.12,22542.46,22280.99,22143.48,22847.13,22394.61,22244.02,22297.2,22283.29,22614.84,22395.95,22452.75,22632,22488.85,22472.69,22533.16,22346.04,22454.47,22283.47,22540.63,22580.95,22632.15,22354.5,22539.65,22200.32,22456.88,22465.57,22261.63,22744.91,22532.34,22283.5,22684.42,22395.59,22255.8,22353.63,22515.46,22651.29,22634,22444.23,22269.85,22429.26,22697.81,22446.29,22408.24,22647.65,22282.2,22260.86,22679.77,408.6927,23483.07,23246.25,23589.28,23315.91,23409.51,23427.88,23549.02,23535.69,23469.45,23540.65,23642.82,23421.08,23374.6,23345.8,23546.79,23533.66,23845.3,23332.3,23404.07,23495.08
