id,surfweight,year,age,sex,ethnicity,edu,lfs,partner,parent,number_children,tenure,hh_income,nzdep,migrant,disability,home_afford,life_satisfy,life_worth,health,tereo,gov_tereo,selfactual,trust,trust_police,trust_media,trust_parliament,voted,mwb,housecold,housedamp,moves,access_med,access_green,access_pt,neigh_connect,neigh_crime,victim,discrim,lonely,hardtalk
35,792.687,2018,4,0,1,1,1,0,0,0,2,2,4,6,0,6,10,10,3,1,3,3,10,10,8,8,1,14,2,2,0,5,5,5,4,3,0,0,1,1
36,3595.442,2018,4,1,1,2,1,0,0,0,1,3,7,6,0,5,7,5,3,1,4,4,5,7,6,7,1,9,1,2,0,4,4,4,6,8,0,0,3,3
37,1751.767,2018,6,1,1,2,1,0,0,0,2,1,9,6,0,6,8,7,3,1,3,5,7,8,6,4,1,15,3,1,3,5,5,2,8,2,0,1,2,3
38,357.7189,2018,4,0,1,4,1,0,0,0,3,3,9,2,0,10,6,8,4,1,3,5,8,6,5,4,1,18,1,1,3,5,5,5,3,5,0,0,2,2
39,534.3448,2018,2,0,1,2,1,1,1,4,1,2,8,1,0,10,8,10,3,3,5,5,8,10,2,8,1,17,1,2,1,5,5,5,3,5,0,0,2,2
40,515.8981,2018,5,0,1,3,1,1,0,0,1,2,7,1,0,8,9,8,4,2,3,4,9,10,6,7,1,14,1,1,0,5,5,1,8,8,0,0,1,2
41,1567.371,2018,2,1,1,4,1,0,0,0,1,3,6,4,0,8,10,8,5,2,4,3,10,10,8,10,0,18,1,1,1,5,5,5,8,8,0,0,1,1
42,1362.583,2018,3,0,1,4,1,0,0,0,1,1,2,1,0,4,9,7,5,1,3,5,8,9,5,7,1,15,1,2,1,5,5,3,7,4,0,0,1,1
43,341.7111,2018,6,0,1,1,1,0,0,0,2,1,1,1,0,5,5,6,3,1,3,4,5,8,5,3,1,17,1,1,0,5,4,4,7,1,0,0,3,2
44,2090.007,2018,3,0,1,2,1,1,0,0,1,2,7,6,0,3,7,7,2,1,5,3,6,2,3,7,1,14,1,1,1,5,5,5,0,3,0,0,1,1
45,1162.148,2018,3,1,1,1,1,0,0,0,1,2,9,6,0,10,8,8,4,1,3,5,9,10,8,7,0,20,1,1,3,5,5,5,5,3,0,0,2,1
46,1091.861,2018,2,0,1,1,1,0,1,2,1,2,2,1,0,7,7,8,4,1,5,5,8,8,3,5,1,16,1,1,1,4,5,4,10,3,0,0,1,2
47,426.6728,2018,3,0,1,1,1,1,1,3,1,3,6,1,0,6,8,9,4,2,3,2,2,5,1,5,1,19,1,3,2,4,3,1,10,3,1,1,3,3
48,426.6728,2018,5,0,1,1,1,1,0,0,2,2,8,1,0,9,9,9,3,1,4,4,5,8,2,2,1,18,1,1,1,4,4,4,8,3,1,0,1,2
49,877.3997,2018,6,0,1,3,1,1,0,0,2,1,4,6,0,8,9,10,3,1,4,5,9,9,7,9,1,18,1,1,0,5,5,4,10,3,0,1,1,1
50,918.7377,2018,5,1,1,4,1,1,0,0,2,2,1,6,0,10,10,10,4,1,5,4,10,10,5,7,1,13,2,2,0,4,5,4,8,8,0,0,2,2
51,2277.74,2018,6,1,1,3,1,0,0,0,2,1,5,1,0,10,7,7,3,1,4,5,8,7,7,5,1,17,1,1,0,5,5,1,7,8,0,0,1,2
52,1020.344,2018,3,0,1,1,1,0,0,0,3,1,10,1,0,5,3,6,2,1,5,5,9,9,7,8,1,7,1,2,2,5,5,5,1,8,0,0,2,1
53,820.3624,2018,2,1,1,3,1,0,0,0,3,1,8,1,0,7,8,10,4,1,3,5,5,7,4,5,1,15,1,1,3,5,5,4,4,2,0,0,2,2
54,623.184,2018,6,0,1,1,1,0,0,0,1,3,9,5,0,8,10,10,1,1,4,3,10,10,9,10,1,11,2,2,3,4,4,1,3,8,0,0,4,4
55,999.4304,2018,4,0,1,3,1,0,1,2,1,3,1,1,0,7,9,8,5,1,3,5,7,8,6,5,1,17,2,1,1,5,5,5,6,8,0,0,2,1
56,295.1949,2018,3,1,1,3,1,0,1,2,3,1,10,1,0,5,8,8,3,1,5,4,5,7,0,5,0,14,4,2,0,5,5,5,1,3,0,0,1,1
57,1365.222,2018,5,0,1,3,1,0,0,0,2,1,3,2,0,5,10,10,5,1,4,5,7,8,7,4,1,13,1,2,0,4,5,5,10,8,1,0,1,1
58,547.5134,2018,1,0,1,1,1,0,0,0,3,2,9,1,0,8,5,8,4,2,5,4,5,8,6,5,99,11,2,2,0,5,5,5,0,1,0,0,2,3
59,628.1412,2018,5,1,1,2,1,1,1,1,3,2,8,1,0,5,4,8,4,1,3,4,5,7,3,5,1,11,1,1,0,4,4,4,8,4,0,0,1,1
60,1069.786,2018,1,1,1,1,1,0,0,0,1,3,6,1,0,7,7,7,4,1,2,4,4,8,2,9,99,16,1,1,2,5,5,5,1,3,1,1,1,2
61,839.5416,2018,6,1,1,1,1,1,0,0,2,2,7,1,0,5,8,8,4,2,3,4,6,7,7,5,1,18,1,1,0,5,5,5,8,8,1,0,1,2
62,688.6813,2018,3,0,1,3,1,1,1,1,3,1,8,4,0,5,9,10,3,1,4,3,5,7,4,6,0,12,1,1,1,4,4,2,5,9,0,0,1,2
63,733.0182,2018,4,1,1,2,1,1,0,0,3,3,2,6,0,8,8,9,4,1,3,5,9,7,5,7,1,20,1,2,0,5,5,4,8,8,0,0,1,1
64,2482.434,2018,4,0,1,1,1,0,0,0,3,1,9,1,0,10,7,5,2,1,4,5,5,8,5,6,1,5,3,1,2,4,4,5,5,3,0,0,2,1
65,911.5582,2018,3,0,1,2,1,0,0,0,1,2,4,1,0,8,8,8,3,1,2,4,6,4,3,5,1,10,1,1,2,5,5,4,7,3,0,0,1,1
66,1665.789,2018,6,0,1,4,1,0,0,0,1,1,8,1,0,2,7,6,2,1,3,3,8,5,2,7,1,7,2,2,1,5,2,2,5,8,0,1,4,4
67,3965.31,2018,3,0,1,4,1,0,0,0,3,2,8,1,0,4,5,7,3,1,3,4,6,8,4,3,1,8,1,2,3,3,4,3,5,3,0,1,4,3
68,1846.384,2018,3,0,1,3,1,1,0,0,3,3,4,6,0,3,9,9,4,1,2,3,4,8,8,5,0,15,3,2,0,3,2,5,2,3,0,0,1,2
69,621.7106,2018,2,0,1,3,1,0,0,0,1,3,6,4,0,6,6,8,1,1,3,3,7,9,4,8,0,11,1,1,4,5,4,4,7,2,0,1,2,4
70,380.5857,2018,6,1,1,1,1,0,0,0,2,1,10,1,1,5,10,10,4,1,3,5,10,10,10,10,0,12,1,2,0,4,5,4,10,3,1,0,1,4
71,1284.194,2018,3,0,1,2,1,0,0,0,3,3,7,1,0,8,8,7,4,2,4,5,5,9,7,7,1,14,4,2,0,5,5,5,7,8,0,0,1,1
72,604.763,2018,3,0,1,1,1,1,0,0,1,3,6,6,0,7,8,6,3,1,4,5,8,9,6,5,1,20,1,1,0,4,4,3,8,4,0,0,1,1
73,3485.304,2018,3,0,1,4,1,1,1,2,3,2,4,6,0,5,7,10,3,1,3,3,6,10,5,8,1,16,2,1,2,5,4,5,6,3,0,0,2,2
74,1933.542,2018,5,1,1,2,1,0,0,0,2,3,5,1,0,8,8,7,3,1,5,5,8,10,4,5,1,19,2,1,0,4,4,5,10,3,0,0,1,1
75,1820.833,2018,2,1,1,1,1,1,1,3,3,2,10,1,0,10,10,10,4,3,4,5,10,10,5,5,1,8,2,2,0,2,3,1,6,3,0,0,1,2
76,669.7158,2018,3,0,1,1,1,1,1,4,1,3,1,1,0,5,8,10,4,1,4,5,7,7,5,6,1,7,2,1,1,5,5,5,6,2,0,0,1,1
77,637.5283,2018,4,0,1,4,1,1,0,0,1,2,5,2,0,6,7,8,5,2,4,5,8,8,6,6,1,12,1,2,0,5,5,5,0,3,0,1,1,2
78,1785.144,2018,4,0,1,1,1,0,0,0,3,2,10,6,1,5,5,5,2,1,5,3,5,5,0,0,0,15,4,3,0,4,4,5,5,2,1,1,3,1
79,1464.518,2018,2,1,1,4,1,0,0,0,1,2,8,6,0,4,10,8,4,1,4,4,7,7,4,7,1,15,2,1,3,3,4,4,0,3,0,0,1,3
80,995.8282,2018,4,0,1,4,1,1,0,0,1,3,7,1,0,5,8,8,4,3,5,4,8,8,5,5,1,14,99,2,3,3,4,4,4,2,0,1,3,3
81,539.2105,2018,2,0,1,4,1,0,0,0,1,3,9,6,0,7,8,9,5,1,3,5,8,9,7,8,1,16,99,1,2,5,5,4,5,9,0,0,1,2
82,450.3167,2018,6,1,1,1,1,0,0,0,2,1,5,1,0,10,10,10,4,1,4,5,7,8,6,6,1,20,1,1,4,4,5,5,5,3,0,0,1,1
83,2602.95,2018,6,0,2,1,1,0,0,0,3,2,2,2,0,10,10,10,1,1,3,5,7,6,7,4,1,19,1,1,3,4,5,2,4,8,0,0,2,1
84,664.1317,2018,5,0,2,4,1,1,0,0,2,2,2,2,1,5,10,4,5,1,2,3,5,7,4,7,1,15,4,1,1,4,5,3,7,3,0,0,1,1
85,369.101,2018,5,0,2,4,1,1,1,1,2,3,1,6,0,10,8,8,3,1,4,3,8,9,8,9,1,18,2,2,1,4,4,4,5,3,0,0,2,3
86,1013.842,2018,4,0,2,1,1,0,0,0,3,1,10,1,0,10,10,10,1,2,5,5,5,9,3,5,1,8,4,3,0,3,5,3,9,3,0,0,1,2
87,1178.319,2018,3,0,2,1,1,0,0,0,3,1,8,1,0,8,6,7,4,1,4,5,8,7,7,7,1,18,99,1,3,4,5,5,2,9,0,0,2,1
88,1520.497,2018,5,0,2,4,1,0,0,0,2,1,2,1,0,6,8,8,5,1,2,4,7,9,7,7,1,12,2,2,0,4,4,4,7,8,0,0,1,1
89,1902.68,2018,2,1,2,2,1,1,0,0,3,1,10,2,0,8,7,7,4,1,3,5,7,7,5,6,1,10,2,2,1,4,4,4,4,3,0,0,1,2
90,1457.011,2018,5,1,2,3,1,1,0,0,2,3,3,1,1,9,5,7,4,1,2,5,4,7,3,5,1,19,1,1,0,3,3,3,5,3,0,0,1,1
91,3162.823,2018,6,1,2,4,1,1,0,0,2,2,2,2,1,8,7,6,2,2,4,5,8,6,6,6,1,18,1,1,0,4,4,4,6,3,0,0,2,2
92,1438.751,2018,6,1,2,1,1,0,0,0,2,2,10,1,0,4,7,7,3,1,3,4,8,9,7,6,1,15,3,1,0,5,5,5,4,1,1,0,3,3
93,199.7565,2018,4,0,2,3,1,1,0,0,2,3,3,6,0,5,8,8,3,1,3,4,5,6,5,5,0,11,3,2,0,4,5,3,5,3,0,1,1,3
94,206.7774,2018,2,0,2,1,1,0,0,0,3,3,10,1,0,8,10,9,1,4,2,4,0,0,0,0,1,12,4,1,1,5,5,5,0,3,1,0,1,1
95,338.4783,2018,6,0,2,1,1,1,0,0,2,2,9,1,0,9,9,6,2,1,2,3,6,8,5,6,1,14,1,1,0,4,4,4,5,2,0,0,1,3
96,577.68,2018,6,0,2,1,1,1,0,0,2,1,10,2,0,7,8,10,4,1,1,5,8,4,5,1,1,17,1,1,0,5,5,1,9,3,0,0,1,2
97,1057.283,2018,6,0,2,1,1,0,0,0,1,1,7,1,0,2,7,5,2,1,2,4,3,0,3,1,1,2,4,2,0,4,5,3,0,8,0,1,2,5
98,242.4214,2018,4,1,2,4,1,0,0,0,3,3,4,4,0,9,9,7,3,1,4,4,7,9,6,7,0,9,2,1,1,4,4,4,3,1,0,0,2,2
99,996.6422,2018,2,0,2,1,1,0,1,1,3,1,7,1,0,10,6,10,5,2,4,5,7,8,7,6,0,9,2,1,3,4,5,5,7,8,0,1,2,1
100,1474.839,2018,4,0,2,4,1,0,0,0,3,1,10,2,0,10,4,3,2,1,4,4,8,9,5,7,1,3,3,2,1,2,5,1,3,3,0,0,2,3
101,302.4235,2018,4,1,2,1,1,0,0,0,3,1,9,6,0,5,6,7,3,1,4,3,4,1,0,1,1,7,4,2,1,4,4,5,0,5,1,1,4,4
102,368.1739,2018,4,0,2,4,1,1,1,1,1,3,7,6,0,3,5,8,2,1,2,3,5,2,5,6,1,8,2,2,0,5,4,4,8,8,0,0,3,3
103,623.6258,2018,6,0,2,1,1,0,0,0,2,1,4,1,0,5,7,7,3,1,2,3,8,10,3,2,1,5,1,1,0,4,4,3,9,8,0,0,1,2
104,582.8461,2018,6,1,2,2,1,1,0,0,2,1,7,6,0,5,4,7,5,1,2,3,8,10,3,5,1,16,2,1,0,5,5,5,10,3,0,0,1,3
105,279.367,2018,6,1,2,2,1,0,0,0,1,3,7,6,0,5,9,9,3,1,4,3,9,9,9,9,1,18,1,1,1,4,4,4,2,3,0,0,3,3
106,373.3559,2018,5,0,2,3,1,0,0,0,1,1,10,1,0,10,10,10,5,2,5,5,5,5,2,6,1,9,1,1,0,5,5,4,10,3,0,0,1,1
107,2384.53,2018,5,1,2,4,1,1,0,0,2,3,1,1,0,7,7,10,4,2,5,5,9,8,6,9,1,7,4,2,0,5,5,5,9,8,0,0,2,1
108,1250.999,2018,5,0,2,1,1,1,0,0,1,3,4,1,0,8,10,9,3,2,5,5,8,8,7,8,1,15,2,1,0,4,4,4,8,3,0,0,1,2
109,742.1155,2018,2,1,2,4,1,1,0,0,3,2,6,4,0,4,7,6,3,1,3,4,9,10,7,5,0,14,1,1,3,4,4,3,4,9,0,0,2,5
110,1084.776,2018,2,1,2,3,1,1,0,0,1,2,7,1,0,7,8,8,3,1,5,5,8,7,6,7,1,15,1,1,2,4,4,3,2,8,0,0,1,1
111,718.8154,2018,4,1,2,3,1,0,0,0,1,1,8,1,1,4,3,3,3,1,3,3,8,7,0,0,1,2,4,2,3,5,5,5,2,4,0,1,5,5
112,1155.21,2018,6,1,2,4,1,0,0,0,1,2,5,6,0,10,10,10,5,1,5,5,0,8,6,7,1,20,1,1,0,5,5,2,10,3,0,0,1,1
113,1116.277,2018,4,0,2,1,1,0,0,0,1,3,6,1,0,5,8,7,2,2,5,5,7,9,4,6,1,17,1,1,0,5,5,5,10,8,0,0,1,1
114,589.7631,2018,4,0,2,4,1,1,1,1,1,3,4,1,0,5,7,9,4,1,3,5,7,9,3,6,1,13,3,2,0,5,5,5,6,3,0,0,3,2
115,819.2986,2018,3,1,3,2,1,0,0,0,3,3,4,6,0,10,7,10,4,1,4,5,8,3,0,0,0,19,1,1,1,5,5,5,6,2,0,1,2,3
116,5636.096,2018,4,0,3,1,1,1,0,0,1,3,7,1,0,5,10,10,4,1,3,4,6,10,5,4,1,13,4,3,0,4,3,4,2,5,0,0,1,1
117,652.4736,2018,6,0,3,1,1,1,0,0,2,3,6,1,0,10,8,9,3,1,2,5,7,8,4,6,1,20,2,1,0,5,5,1,8,3,0,0,1,5
118,4084.964,2018,6,1,3,2,1,0,0,0,2,1,2,1,0,7,8,8,1,1,3,5,8,9,5,6,1,14,4,2,0,1,3,1,8,3,0,0,1,2
119,529.9088,2018,5,0,3,1,1,1,0,0,2,1,10,1,0,8,8,10,2,1,2,4,6,5,4,5,0,15,2,1,0,5,5,5,1,8,0,0,1,2
120,2118.235,2018,3,0,3,2,1,1,1,2,3,1,7,5,0,4,7,7,2,1,3,3,9,10,1,8,1,10,4,2,0,1,5,5,10,8,0,0,1,2
121,2607.83,2018,6,0,3,1,1,0,0,0,2,1,4,6,1,5,5,5,3,1,3,3,0,5,5,0,1,18,3,1,0,5,4,5,5,8,0,0,3,5
122,4538.584,2018,6,0,3,1,1,1,0,0,2,2,4,1,0,5,2,8,5,1,3,5,7,4,7,8,1,19,1,1,0,4,4,1,10,8,0,0,1,1
123,2041.944,2018,3,0,3,1,1,1,1,2,3,3,2,2,0,3,7,9,2,2,3,4,5,7,2,2,1,6,3,1,1,2,5,2,1,5,1,0,3,3
124,2172.594,2018,6,1,3,2,1,0,0,0,2,1,7,1,1,8,8,8,2,1,1,5,7,9,6,1,1,18,2,1,0,5,5,5,7,4,0,0,3,2
125,2210.388,2018,4,1,3,4,1,1,1,2,1,2,1,6,0,2,6,6,3,1,2,4,8,9,6,6,1,14,2,1,1,4,4,4,6,3,0,0,2,5
126,1176.661,2018,4,0,3,4,1,1,0,0,1,3,6,5,0,5,10,8,4,1,4,4,8,9,3,5,1,17,1,1,3,4,5,1,7,8,0,0,1,1
127,2660.46,2018,4,0,3,4,1,0,1,1,1,1,2,6,0,4,7,5,3,1,4,4,5,7,7,6,1,7,4,3,1,4,5,3,3,3,0,0,2,3
128,1510.47,2018,2,1,3,4,1,1,1,1,1,3,8,3,0,7,10,10,4,1,5,3,9,10,7,7,1,17,2,2,4,3,5,4,7,9,0,1,1,1
129,3449.342,2018,6,1,3,1,1,1,0,0,2,2,3,1,0,8,8,8,4,1,2,4,5,9,2,3,1,20,1,1,0,4,4,1,8,3,0,0,1,2
130,1956.429,2018,6,0,3,1,1,0,0,0,2,1,1,2,1,6,7,7,3,1,3,5,8,10,7,8,1,15,2,3,0,4,4,2,7,2,0,0,1,2
131,3183.154,2018,6,0,3,1,1,0,0,0,2,1,8,1,1,8,7,9,3,2,5,5,3,7,2,7,1,14,99,1,1,5,5,1,10,3,0,0,3,2
132,1960.188,2018,3,0,3,4,1,1,0,0,1,2,7,6,0,5,9,9,2,2,5,2,5,10,5,5,1,15,1,1,0,5,5,5,4,4,0,1,1,1
133,3145.701,2018,2,1,3,3,1,1,0,0,1,3,5,1,0,6,9,9,5,2,5,5,5,8,5,5,1,8,4,2,3,5,5,1,6,3,0,0,1,1
134,1294.616,2018,6,0,3,1,1,0,0,0,2,1,5,1,0,5,8,7,4,1,3,5,8,8,5,5,1,12,1,1,0,5,5,5,5,3,0,0,1,3
135,1512.885,2018,6,1,3,2,1,0,0,0,3,1,7,6,1,3,5,7,3,2,4,4,10,10,4,9,1,7,1,2,0,3,4,5,5,1,0,0,3,2
136,2308.772,2018,3,0,3,4,1,1,1,3,3,3,6,4,0,4,7,6,4,1,4,4,9,10,10,6,0,12,4,1,1,5,5,5,9,8,0,0,3,5
137,511.0815,2018,5,0,3,1,1,0,0,0,1,3,7,1,0,9,9,7,4,1,4,4,7,8,6,7,1,18,1,2,0,5,5,5,4,3,0,0,1,2
138,1334.521,2018,6,0,3,2,1,0,0,0,1,1,10,1,0,5,10,10,1,1,5,5,8,8,2,8,1,18,1,1,0,5,5,4,10,3,0,1,1,2
139,9483.932,2018,2,1,3,4,1,1,0,0,3,1,4,4,0,8,9,10,5,1,3,5,9,9,0,6,0,20,2,2,3,5,5,5,4,9,0,1,2,1
140,480.6111,2018,5,1,3,2,1,1,0,0,1,1,6,5,0,5,6,6,2,1,3,3,6,7,7,5,1,11,3,2,2,4,4,4,7,8,0,0,1,2
141,739.1891,2018,2,0,3,3,1,1,1,2,3,1,1,1,0,5,8,8,5,3,4,4,4,9,5,6,1,3,2,1,3,1,3,4,5,8,0,0,1,2
142,2203.955,2018,2,0,3,2,1,0,1,3,3,1,10,1,0,3,8,8,5,2,4,4,7,5,3,1,1,4,1,2,2,4,4,5,5,3,0,0,2,4
143,1096.036,2018,3,1,3,1,1,0,1,2,3,1,10,1,0,3,10,10,2,2,1,5,5,4,4,0,0,3,4,3,2,5,5,5,3,8,0,0,5,5
144,1032.229,2018,6,1,3,2,1,0,0,0,2,1,6,6,0,5,5,7,2,1,2,5,5,10,8,10,0,14,1,2,0,4,5,4,10,3,0,0,2,2
145,2461.019,2018,6,0,3,1,1,0,0,0,2,1,5,1,1,6,10,10,4,1,4,5,10,10,6,5,1,20,1,1,0,5,5,5,6,8,0,0,1,2
146,903.163,2018,1,0,3,2,1,0,0,0,3,1,7,1,0,8,8,7,5,1,5,5,8,9,3,5,0,15,1,2,2,5,5,5,7,2,1,0,2,3
147,1518.419,2018,3,1,3,1,1,1,1,3,1,3,7,1,0,2,6,6,4,2,4,3,5,5,2,2,1,10,3,2,3,4,4,5,5,5,0,1,3,3
148,589.1386,2018,3,1,3,2,1,1,1,2,1,3,1,6,0,8,8,8,4,1,4,5,7,7,6,6,1,18,1,1,1,4,4,4,6,1,0,0,2,2
149,2222.694,2018,5,0,3,4,1,0,0,0,2,3,3,1,0,10,8,8,4,2,3,5,8,8,6,8,1,19,2,1,0,3,4,5,5,3,0,1,1,1
150,1432.664,2018,2,0,3,2,1,1,1,2,3,2,9,1,0,10,8,8,3,4,2,3,4,7,3,5,1,9,1,1,3,5,5,5,8,9,0,0,1,1
151,789.9224,2018,5,0,3,1,1,1,0,0,1,3,4,1,0,5,7,8,3,1,5,5,10,10,5,7,1,14,1,1,0,5,5,5,0,4,0,0,3,3
152,1549.818,2018,5,1,3,2,1,1,0,0,3,3,6,6,0,8,6,7,3,1,2,5,8,10,5,8,1,16,2,2,0,4,4,4,0,1,0,0,3,5
153,5006.528,2018,5,0,3,4,1,0,0,0,1,1,5,6,1,5,6,8,3,2,5,5,6,5,2,0,1,14,1,1,0,5,5,5,2,8,0,1,2,3
154,1604.264,2018,2,1,3,4,1,1,0,0,3,2,6,4,0,10,10,10,4,1,4,3,10,9,4,9,0,18,1,1,4,4,5,5,10,9,1,0,1,2
155,1680.41,2018,6,0,3,4,1,0,0,0,1,1,3,1,0,7,9,9,5,3,4,4,7,8,6,7,1,12,3,2,0,4,5,1,5,3,0,0,1,2
156,2123.739,2018,6,0,3,1,1,0,0,0,3,1,9,2,1,4,7,8,2,1,3,4,5,10,2,5,1,9,2,2,3,4,4,5,1,3,0,0,1,2
157,1754.126,2018,6,1,3,1,1,0,0,0,2,1,8,2,0,7,3,8,1,1,4,5,10,7,0,5,1,20,2,1,0,5,5,1,10,3,0,1,1,1
158,2325.511,2018,1,1,3,1,1,0,0,0,3,2,5,2,0,5,7,9,4,1,4,5,9,9,5,6,99,17,1,2,4,5,5,5,5,8,0,0,2,2
159,1496.693,2018,1,0,3,4,1,0,0,0,1,1,10,1,0,0,8,6,4,1,3,4,7,9,4,3,1,9,2,2,0,4,5,4,2,4,0,0,2,3
160,842.0727,2018,2,0,3,1,1,1,1,2,1,3,6,1,0,6,10,8,4,1,5,5,6,8,6,6,1,18,1,1,1,4,5,1,10,9,0,0,1,2
161,1836.053,2018,5,0,3,1,1,0,0,0,3,1,7,1,0,8,5,5,3,1,4,4,8,9,7,7,0,12,2,1,3,4,5,5,8,8,0,0,4,3
162,887.7571,2018,6,1,3,3,1,1,0,0,3,1,6,6,0,7,7,6,2,1,4,5,2,5,5,4,1,13,3,2,1,4,5,1,2,8,0,0,2,2
163,1365.587,2018,4,0,3,3,1,0,0,0,3,3,3,2,0,8,9,9,4,2,5,4,8,8,4,7,1,13,2,3,0,5,5,4,10,3,0,0,2,2
164,419.4825,2018,4,1,3,2,1,1,1,2,3,2,7,4,0,6,9,9,5,1,3,4,8,9,4,3,1,10,2,1,2,5,4,5,4,3,0,0,2,2
165,692.3255,2018,6,0,3,1,1,0,0,0,3,1,10,1,0,8,7,9,4,3,4,4,7,7,5,7,1,17,1,1,1,4,5,5,10,8,0,0,2,3
166,1381.451,2018,1,1,3,1,1,0,0,0,1,3,6,6,0,7,9,7,5,2,4,4,8,9,5,7,99,15,1,1,0,4,4,1,4,8,0,0,3,1
167,1247.236,2018,6,1,3,1,1,0,0,0,2,1,8,1,1,10,7,5,2,1,1,5,2,8,4,5,1,19,2,1,0,4,5,5,3,3,1,0,1,4
168,1197.498,2018,5,1,3,2,1,0,0,0,3,1,3,1,0,10,5,7,3,1,1,3,8,7,2,8,1,17,2,2,0,5,5,5,2,3,0,0,2,4
169,2131.385,2018,4,0,3,1,1,0,0,0,2,2,10,1,0,10,7,10,5,1,4,5,4,4,0,5,1,12,1,2,3,5,5,1,4,9,0,1,4,1
170,1963.606,2018,3,0,3,1,1,0,1,2,3,1,7,1,0,8,8,8,3,1,2,2,4,8,10,5,1,9,4,2,3,4,5,5,0,2,0,0,3,1
171,1083.699,2018,6,1,3,2,1,1,0,0,2,1,4,1,1,5,5,5,3,1,3,4,3,4,0,5,1,7,3,2,0,4,4,4,4,4,0,0,2,4
172,1818.115,2018,3,0,3,1,1,1,1,2,1,2,9,6,0,3,8,8,4,1,3,3,8,10,5,7,1,2,3,2,0,5,5,5,8,8,0,0,2,2
173,1967.572,2018,6,1,3,2,1,0,0,0,2,2,6,6,0,7,10,10,5,2,4,4,7,9,7,7,1,18,1,1,0,5,5,4,3,4,0,0,1,1
174,1075.66,2018,4,0,3,4,1,0,0,0,1,2,7,3,0,5,8,10,4,3,4,5,3,5,0,1,1,13,4,2,0,5,5,1,10,4,0,0,1,1
175,1824.183,2018,6,0,3,2,1,1,0,0,2,1,6,1,0,6,8,8,4,1,3,5,8,9,5,5,1,10,1,1,3,2,5,5,7,3,0,0,1,1
176,1995.288,2018,3,1,3,1,1,1,1,3,1,1,5,1,0,6,5,8,3,2,3,3,5,7,5,4,1,9,1,1,0,3,3,1,7,8,0,0,1,2
177,1226.659,2018,6,1,3,3,1,0,0,0,2,2,6,1,1,5,8,8,3,2,3,5,2,3,2,4,0,14,2,1,0,3,3,2,3,3,1,0,2,1
178,804.238,2018,5,1,3,3,1,0,0,0,2,1,7,1,0,6,8,9,4,1,3,4,7,6,5,5,1,16,2,1,0,4,4,3,4,3,0,0,3,3
179,1282.4,2018,5,1,3,4,1,1,1,2,3,3,2,1,0,5,8,8,3,1,4,5,9,10,7,8,0,19,99,1,2,4,5,5,5,9,0,0,3,3
180,1145.164,2018,6,1,3,1,1,0,0,0,2,1,6,1,0,9,9,9,4,1,2,4,8,9,7,7,1,17,3,2,0,5,5,5,5,4,1,0,1,1
181,1553.138,2018,2,1,3,3,1,0,0,0,3,3,1,5,0,5,9,9,4,1,4,5,9,9,8,7,0,13,1,1,3,4,5,4,6,4,0,0,1,2
182,5212.942,2018,3,1,3,1,1,1,1,1,1,1,10,6,0,2,7,7,4,1,4,4,8,10,5,6,1,8,3,1,0,4,4,4,6,1,0,0,1,2
183,1168.04,2018,3,1,3,4,1,0,0,0,3,1,6,1,0,2,5,7,3,1,4,3,8,7,4,5,1,11,3,2,3,2,5,1,8,3,0,0,1,3
184,748.0453,2018,5,0,3,2,1,0,1,1,1,1,10,6,0,8,9,9,3,1,3,3,6,9,9,6,0,17,99,1,2,4,4,4,9,9,0,0,1,2
185,2198.188,2018,5,1,3,2,1,0,0,0,2,1,9,2,1,0,3,3,1,2,3,4,4,4,4,4,1,4,3,2,0,2,3,4,0,8,0,0,5,4
186,856.4442,2018,6,0,3,3,1,1,0,0,2,3,7,1,0,10,9,9,5,1,4,5,8,9,5,5,1,17,1,1,1,5,5,2,9,3,0,0,1,1
187,887.7644,2018,2,1,3,1,1,1,0,0,3,3,5,1,0,10,7,7,4,2,3,4,6,7,5,6,1,17,2,2,3,4,4,3,7,3,0,0,1,3
188,1521.481,2018,6,0,3,2,1,1,0,0,2,3,3,6,1,10,10,10,3,1,2,4,10,10,5,5,1,19,1,1,0,5,4,4,7,8,0,0,1,1
189,2789.396,2018,5,0,3,2,1,0,0,0,1,1,8,1,0,2,8,10,4,1,3,5,0,5,0,1,1,3,4,3,0,4,4,1,4,5,0,0,1,5
190,647.8976,2018,3,1,3,4,1,1,1,2,1,3,3,4,0,4,8,8,3,1,3,4,9,9,9,9,1,16,2,1,2,4,5,4,8,8,0,0,2,3
191,856.3581,2018,1,1,3,1,1,0,0,0,3,3,10,1,0,9,10,10,4,2,5,5,10,10,5,5,1,18,1,2,1,5,5,5,1,1,0,0,1,1
192,10195.84,2018,6,1,4,1,1,0,0,0,3,1,9,1,0,7,6,6,3,1,2,4,7,8,7,5,1,17,1,1,0,4,4,4,6,1,0,0,2,3
193,10439.71,2018,2,0,4,4,1,0,0,0,3,1,9,4,0,6,9,10,4,1,3,5,9,10,5,8,0,16,2,2,2,5,5,5,7,8,0,0,2,1
194,7896.777,2018,4,0,4,4,1,1,1,3,1,3,3,6,0,10,9,9,4,2,2,5,7,9,5,5,1,17,1,1,0,4,5,2,8,4,0,0,1,1
